Incident_Id,Location,Cluster
162913,Other/Unknown,Other/Unknown
159212,Other/Unknown,Other/Unknown
162914,Other/Unknown,Other/Unknown
159213,Other/Unknown,Other/Unknown
159214,Other/Unknown,Other/Unknown
159215,Other/Unknown,Other/Unknown
159216,Residence/Home,Residential or Community Center
159217,Other/Unknown,Other/Unknown
159218,Other/Unknown,Other/Unknown
159219,Other/Unknown,Other/Unknown
159220,Other/Unknown,Other/Unknown
159221,Other/Unknown,Other/Unknown
159222,Church/Synagogue/Temple/Mosque,Public Places and Recreation Sites
159223,Other/Unknown,Other/Unknown
159224,Other/Unknown,Other/Unknown
159225,Other/Unknown,Other/Unknown
159226,Church/Synagogue/Temple/Mosque,Public Places and Recreation Sites
159227,Other/Unknown,Other/Unknown
159228,Other/Unknown,Other/Unknown
159229,Other/Unknown,Other/Unknown
159230,Other/Unknown,Other/Unknown
159231,Other/Unknown,Other/Unknown
159232,Residence/Home,Residential or Community Center
159233,Other/Unknown,Other/Unknown
159234,Other/Unknown,Other/Unknown
159235,Other/Unknown,Other/Unknown
159236,Other/Unknown,Other/Unknown
159237,Other/Unknown,Other/Unknown
159238,Other/Unknown,Other/Unknown
159239,Other/Unknown,Other/Unknown
159240,Other/Unknown,Other/Unknown
159241,Other/Unknown,Other/Unknown
159242,Other/Unknown,Other/Unknown
159243,Other/Unknown,Other/Unknown
159244,Other/Unknown,Other/Unknown
159245,Church/Synagogue/Temple/Mosque,Public Places and Recreation Sites
159246,Other/Unknown,Other/Unknown
159247,Other/Unknown,Other/Unknown
159248,Other/Unknown,Other/Unknown
159249,Other/Unknown,Other/Unknown
159250,Other/Unknown,Other/Unknown
159251,Residence/Home,Residential or Community Center
159252,Residence/Home,Residential or Community Center
159253,Residence/Home,Residential or Community Center
159254,Other/Unknown,Other/Unknown
159255,Other/Unknown,Other/Unknown
159256,Other/Unknown,Other/Unknown
159257,Church/Synagogue/Temple/Mosque,Public Places and Recreation Sites
159258,Residence/Home,Residential or Community Center
159259,Other/Unknown,Other/Unknown
159260,Residence/Home,Residential or Community Center
159261,Residence/Home,Residential or Community Center
159262,Other/Unknown,Other/Unknown
159263,Residence/Home,Residential or Community Center
159264,Residence/Home,Residential or Community Center
159265,Other/Unknown,Other/Unknown
159266,Church/Synagogue/Temple/Mosque,Public Places and Recreation Sites
159267,Other/Unknown,Other/Unknown
159268,Other/Unknown,Other/Unknown
159269,Other/Unknown,Other/Unknown
159270,Other/Unknown,Other/Unknown
159271,Other/Unknown,Other/Unknown
159272,Residence/Home,Residential or Community Center
159273,Other/Unknown,Other/Unknown
159274,Other/Unknown,Other/Unknown
159275,Residence/Home,Residential or Community Center
161217,Other/Unknown,Other/Unknown
161218,Residence/Home,Residential or Community Center
161219,Other/Unknown,Other/Unknown
161220,Other/Unknown,Other/Unknown
161221,Other/Unknown,Other/Unknown
161222,Residence/Home,Residential or Community Center
161223,Other/Unknown,Other/Unknown
161224,Residence/Home,Residential or Community Center
161225,Residence/Home,Residential or Community Center
161226,Other/Unknown,Other/Unknown
161227,Other/Unknown,Other/Unknown
162915,Church/Synagogue/Temple/Mosque,Public Places and Recreation Sites
163023,Other/Unknown,Other/Unknown
163024,Other/Unknown,Other/Unknown
163025,Residence/Home,Residential or Community Center
163026,Other/Unknown,Other/Unknown
163027,Other/Unknown,Other/Unknown
163028,Other/Unknown,Other/Unknown
163029,Other/Unknown,Other/Unknown
163030,Other/Unknown,Other/Unknown
163031,Other/Unknown,Other/Unknown
163032,Other/Unknown,Other/Unknown
163033,Residence/Home,Residential or Community Center
163034,Other/Unknown,Other/Unknown
163035,Other/Unknown,Other/Unknown
163036,Other/Unknown,Other/Unknown
163037,Residence/Home,Residential or Community Center
163038,Residence/Home,Residential or Community Center
163039,Church/Synagogue/Temple/Mosque,Public Places and Recreation Sites
163040,Other/Unknown,Other/Unknown
163041,Church/Synagogue/Temple/Mosque,Public Places and Recreation Sites
163042,Church/Synagogue/Temple/Mosque,Public Places and Recreation Sites
163043,Other/Unknown,Other/Unknown
163044,Church/Synagogue/Temple/Mosque,Public Places and Recreation Sites
163045,Other/Unknown,Other/Unknown
163046,Other/Unknown,Other/Unknown
163047,Residence/Home,Residential or Community Center
163048,Other/Unknown,Other/Unknown
163049,Other/Unknown,Other/Unknown
163050,Church/Synagogue/Temple/Mosque,Public Places and Recreation Sites
163051,Residence/Home,Residential or Community Center
163052,Residence/Home,Residential or Community Center
163053,Residence/Home,Residential or Community Center
163054,Other/Unknown,Other/Unknown
163055,Other/Unknown,Other/Unknown
163056,Residence/Home,Residential or Community Center
163057,Other/Unknown,Other/Unknown
163058,Other/Unknown,Other/Unknown
161228,Other/Unknown,Other/Unknown
159276,Other/Unknown,Other/Unknown
159277,Residence/Home,Residential or Community Center
161229,Other/Unknown,Other/Unknown
159278,Other/Unknown,Other/Unknown
161230,Other/Unknown,Other/Unknown
161231,Other/Unknown,Other/Unknown
159307,Other/Unknown,Other/Unknown
159308,Residence/Home,Residential or Community Center
159309,Other/Unknown,Other/Unknown
161232,Church/Synagogue/Temple/Mosque,Public Places and Recreation Sites
159279,Other/Unknown,Other/Unknown
161233,Other/Unknown,Other/Unknown
161234,Other/Unknown,Other/Unknown
159280,Residence/Home,Residential or Community Center
161235,Residence/Home,Residential or Community Center
159281,Other/Unknown,Other/Unknown
159282,Residence/Home,Residential or Community Center
161236,Residence/Home,Residential or Community Center
161237,Other/Unknown,Other/Unknown
159283,Residence/Home,Residential or Community Center
161238,Other/Unknown,Other/Unknown
159284,Residence/Home,Residential or Community Center
161239,Residence/Home,Residential or Community Center
161240,Other/Unknown,Other/Unknown
159285,Church/Synagogue/Temple/Mosque,Public Places and Recreation Sites
159286,Other/Unknown,Other/Unknown
161241,Church/Synagogue/Temple/Mosque,Public Places and Recreation Sites
161242,Other/Unknown,Other/Unknown
161243,Church/Synagogue/Temple/Mosque,Public Places and Recreation Sites
161244,Residence/Home,Residential or Community Center
159287,Other/Unknown,Other/Unknown
161245,Other/Unknown,Other/Unknown
159288,Other/Unknown,Other/Unknown
159289,Other/Unknown,Other/Unknown
159290,Other/Unknown,Other/Unknown
159291,Other/Unknown,Other/Unknown
159292,Residence/Home,Residential or Community Center
159293,Other/Unknown,Other/Unknown
159294,Other/Unknown,Other/Unknown
159295,Other/Unknown,Other/Unknown
159296,Residence/Home,Residential or Community Center
159297,Other/Unknown,Other/Unknown
159298,Other/Unknown,Other/Unknown
159299,Other/Unknown,Other/Unknown
159300,Other/Unknown,Other/Unknown
159301,Other/Unknown,Other/Unknown
159302,Other/Unknown,Other/Unknown
159303,Other/Unknown,Other/Unknown
159304,Other/Unknown,Other/Unknown
159305,Other/Unknown,Other/Unknown
159306,Other/Unknown,Other/Unknown
159310,Residence/Home,Residential or Community Center
159311,Residence/Home,Residential or Community Center
159312,Residence/Home,Residential or Community Center
159313,Other/Unknown,Other/Unknown
159314,Other/Unknown,Other/Unknown
159451,Parking/Drop Lot/Garage,"Highway, Road or Other Open Space"
161601,Air/Bus/Train Terminal,Transportation Terminals
159452,Residence/Home,Residential or Community Center
161602,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
161603,Restaurant,Store and Commercial Buildings
159453,Other/Unknown,Other/Unknown
159454,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
161604,Residence/Home,Residential or Community Center
161605,Residence/Home,Residential or Community Center
161606,Other/Unknown,Other/Unknown
159455,Government/Public Building,Goverment Buildings
161607,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
161608,Restaurant,Store and Commercial Buildings
159456,School/College,Educational Buildings
161609,Other/Unknown,Other/Unknown
159457,Residence/Home,Residential or Community Center
159458,Convenience Store,Store and Commercial Buildings
161610,Residence/Home,Residential or Community Center
161611,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
161612,Residence/Home,Residential or Community Center
159459,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
161613,Service/Gas Station,"Highway, Road or Other Open Space"
159460,Residence/Home,Residential or Community Center
159461,Residence/Home,Residential or Community Center
159462,Convenience Store,Store and Commercial Buildings
159463,Residence/Home,Residential or Community Center
159464,Other/Unknown,Other/Unknown
159465,Field/Woods,Public Places and Recreation Sites
159466,Residence/Home,Residential or Community Center
159467,Residence/Home,Residential or Community Center
159468,Residence/Home,Residential or Community Center
159469,Residence/Home,Residential or Community Center
159470,Bar/Nightclub,Store and Commercial Buildings
159471,Residence/Home,Residential or Community Center
159472,Specialty Store,Store and Commercial Buildings
159473,School/College,Educational Buildings
159474,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
159475,Residence/Home,Residential or Community Center
159477,School-Elementary/Secondary,Educational Buildings
159478,Bank/Savings and Loan,"Highway, Road or Other Open Space"
159479,Residence/Home,Residential or Community Center
159480,Residence/Home,Residential or Community Center
159481,Restaurant,Store and Commercial Buildings
159482,Parking/Drop Lot/Garage,"Highway, Road or Other Open Space"
159483,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
159484,School-Elementary/Secondary,Educational Buildings
159485,Church/Synagogue/Temple/Mosque,Public Places and Recreation Sites
159486,Residence/Home,Residential or Community Center
159487,Residence/Home,Residential or Community Center
159488,School-College/University,Educational Buildings
159476,School-College/University,Educational Buildings
159489,Residence/Home,Residential or Community Center
159490,Field/Woods,Public Places and Recreation Sites
159500,Residence/Home,Residential or Community Center
159501,Residence/Home,Residential or Community Center
159502,Residence/Home,Residential or Community Center
159503,Residence/Home,Residential or Community Center
159504,Other/Unknown,Other/Unknown
159505,Residence/Home,Residential or Community Center
159506,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
159507,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
159491,Parking/Drop Lot/Garage,"Highway, Road or Other Open Space"
159508,School-Elementary/Secondary,Educational Buildings
159492,Residence/Home,Residential or Community Center
159493,Residence/Home,Residential or Community Center
159509,Residence/Home,Residential or Community Center
159494,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
159495,Residence/Home,Residential or Community Center
159510,Other/Unknown,Other/Unknown
159511,Other/Unknown,Other/Unknown
159496,Residence/Home,Residential or Community Center
159497,Residence/Home,Residential or Community Center
159498,Residence/Home,Residential or Community Center
159499,Residence/Home,Residential or Community Center
159512,Residence/Home,Residential or Community Center
159513,Residence/Home,Residential or Community Center
159514,Shopping Mall,Store and Commercial Buildings
161614,Service/Gas Station,"Highway, Road or Other Open Space"
159515,Bar/Nightclub,Store and Commercial Buildings
159516,Other/Unknown,Other/Unknown
159517,Other/Unknown,Other/Unknown
159518,Residence/Home,Residential or Community Center
161615,Residence/Home,Residential or Community Center
161616,Residence/Home,Residential or Community Center
161617,Parking/Drop Lot/Garage,"Highway, Road or Other Open Space"
161618,Residence/Home,Residential or Community Center
161619,Grocery/Supermarket,Store and Commercial Buildings
161620,Residence/Home,Residential or Community Center
161621,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
159519,Other/Unknown,Other/Unknown
161622,Parking/Drop Lot/Garage,"Highway, Road or Other Open Space"
159520,School/College,Educational Buildings
161623,Residence/Home,Residential or Community Center
159521,Residence/Home,Residential or Community Center
159522,Residence/Home,Residential or Community Center
159523,School-Elementary/Secondary,Educational Buildings
161624,Commercial/Office Building,Store and Commercial Buildings
161697,Residence/Home,Residential or Community Center
161698,Residence/Home,Residential or Community Center
161699,Liquor Store,Store and Commercial Buildings
161700,Residence/Home,Residential or Community Center
159524,Other/Unknown,Other/Unknown
159525,Residence/Home,Residential or Community Center
161701,Commercial/Office Building,Store and Commercial Buildings
161702,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
161703,Other/Unknown,Other/Unknown
159526,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
161704,Park/Playground,Public Places and Recreation Sites
159527,Other/Unknown,Other/Unknown
161705,Other/Unknown,Other/Unknown
159528,Residence/Home,Residential or Community Center
159529,Jail/Prison/Penitentiary/Corrections Facility,Goverment Buildings
161706,Residence/Home,Residential or Community Center
161707,Parking/Drop Lot/Garage,"Highway, Road or Other Open Space"
159530,Other/Unknown,Other/Unknown
159531,Government/Public Building,Goverment Buildings
159532,Residence/Home,Residential or Community Center
159533,Drug Store/Doctor's Office/Hospital,Store and Commercial Buildings
159534,Residence/Home,Residential or Community Center
161708,Restaurant,Store and Commercial Buildings
161709,Residence/Home,Residential or Community Center
161710,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
161711,Specialty Store,Store and Commercial Buildings
161712,Commercial/Office Building,Store and Commercial Buildings
161713,School/College,Educational Buildings
161714,Other/Unknown,Other/Unknown
161715,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
161716,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
159535,Drug Store/Doctor's Office/Hospital,Store and Commercial Buildings
161717,Hotel/Motel/Etc.,Store and Commercial Buildings
159536,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
159537,Residence/Home,Residential or Community Center
161718,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
